,embed_1,embed_2,url
187,6.0008554,-9.384635,https://www.wildberries.ru/catalog/171053213/detail.aspx
188,6.431157,-10.211629,https://www.wildberries.ru/catalog/168058449/detail.aspx
189,2.5727472,18.629902,https://www.wildberries.ru/catalog/151837984/detail.aspx
190,14.88194,6.4672413,https://www.wildberries.ru/catalog/14166201/detail.aspx
191,5.832595,-10.667354,https://www.wildberries.ru/catalog/167146813/detail.aspx
192,13.799753,-3.5408351,https://www.wildberries.ru/catalog/145279892/detail.aspx
193,4.176194,-0.561938,https://www.wildberries.ru/catalog/167177850/detail.aspx
194,13.167775,7.110811,https://www.wildberries.ru/catalog/139326278/detail.aspx
195,14.964783,-2.8891134,https://www.wildberries.ru/catalog/94741599/detail.aspx
196,15.005206,-6.2906203,https://www.wildberries.ru/catalog/162087618/detail.aspx
197,12.097187,-9.249449,https://www.wildberries.ru/catalog/81533567/detail.aspx
198,14.013673,-3.423263,https://www.wildberries.ru/catalog/16252724/detail.aspx
199,12.290197,0.28701925,https://www.wildberries.ru/catalog/9930233/detail.aspx
200,12.043119,-9.488276,https://www.wildberries.ru/catalog/14154033/detail.aspx
201,17.226248,8.068304,https://www.wildberries.ru/catalog/26791807/detail.aspx
202,11.989762,13.639477,https://www.wildberries.ru/catalog/70709003/detail.aspx
203,16.95927,7.103835,https://www.wildberries.ru/catalog/142655666/detail.aspx
204,17.635035,8.662027,https://www.wildberries.ru/catalog/145683280/detail.aspx
205,3.5139828,17.391743,https://www.wildberries.ru/catalog/69538612/detail.aspx
206,9.689124,0.7026022,https://www.wildberries.ru/catalog/167192088/detail.aspx
207,3.776994,17.771479,https://www.wildberries.ru/catalog/160758653/detail.aspx
208,3.6773603,18.522888,https://www.wildberries.ru/catalog/153803822/detail.aspx
209,14.058062,6.8995214,https://www.wildberries.ru/catalog/150743438/detail.aspx
210,3.777167,17.80674,https://www.wildberries.ru/catalog/79069044/detail.aspx
211,3.8638744,0.16708978,https://www.wildberries.ru/catalog/13959028/detail.aspx
212,12.464578,-4.262472,https://www.wildberries.ru/catalog/140368866/detail.aspx
213,13.7996,7.07416,https://www.wildberries.ru/catalog/153506141/detail.aspx
214,3.3565772,-8.991606,https://www.wildberries.ru/catalog/161533913/detail.aspx
215,14.21705,8.252732,https://www.wildberries.ru/catalog/120728924/detail.aspx
216,14.863684,7.2273164,https://www.wildberries.ru/catalog/163429949/detail.aspx
217,3.3356192,17.347746,https://www.wildberries.ru/catalog/170165394/detail.aspx
218,10.971689,12.340196,https://www.wildberries.ru/catalog/59274055/detail.aspx
219,4.7763467,-8.74704,https://www.wildberries.ru/catalog/171397154/detail.aspx
220,13.148008,-8.174757,https://www.wildberries.ru/catalog/171431350/detail.aspx
221,15.332513,-2.545858,https://www.wildberries.ru/catalog/145224990/detail.aspx
222,3.8391862,18.37287,https://www.wildberries.ru/catalog/162697192/detail.aspx
223,3.117108,1.2202617,https://www.wildberries.ru/catalog/163960112/detail.aspx
224,12.540011,-5.2566757,https://www.wildberries.ru/catalog/161211663/detail.aspx
225,3.8829243,-8.7931185,https://www.wildberries.ru/catalog/146573841/detail.aspx
226,12.847951,13.001728,https://www.wildberries.ru/catalog/26408355/detail.aspx
227,2.8233297,-1.1184365,https://www.wildberries.ru/catalog/140203830/detail.aspx
228,14.4045105,-3.8738334,https://www.wildberries.ru/catalog/169583422/detail.aspx
229,1.6117514,17.410273,https://www.wildberries.ru/catalog/33786219/detail.aspx
230,1.4128664,17.558586,https://www.wildberries.ru/catalog/167919417/detail.aspx
231,6.0037622,-8.975662,https://www.wildberries.ru/catalog/159453775/detail.aspx
232,6.4082065,-10.1275625,https://www.wildberries.ru/catalog/120859851/detail.aspx
233,3.355231,-0.71010137,https://www.wildberries.ru/catalog/13003611/detail.aspx
234,11.305645,0.6892846,https://www.wildberries.ru/catalog/11508304/detail.aspx
235,0.14329475,5.129078,https://www.wildberries.ru/catalog/135960251/detail.aspx
236,12.075898,-9.3264885,https://www.wildberries.ru/catalog/140258392/detail.aspx
237,13.401376,-4.53013,https://www.wildberries.ru/catalog/164693555/detail.aspx
238,1.3038491,18.262043,https://www.wildberries.ru/catalog/15620115/detail.aspx
239,12.481385,7.537911,https://www.wildberries.ru/catalog/12104186/detail.aspx
